client_hash,transaction_hash,merchant_name,merchant_id,amount_cents,amount_cents,emitted_at,settled_at,deleted_at,status
ad83f05b4eb6221d99e6f0dd0dfbcd7c,7ec158627ff2eca17c7f94d10b000ae8,VST EXPEDIA.FR,3843847,75160,EUR,2017-08-13 12:01:55,2017-08-14 13:00:02,,1
0bcd6d9e20ffb8628d09243313f7a396,46070d5431a7a110aa2360f51c8e951d,GOOGLE *ADWS8701987930,089120000580423,50000,EUR,2017-09-23 13:18:49,2017-09-25 10:41:16,,1
d30a9e7ebd7040162699b48928b4a718,ad53624283ab46546864923d9224666f,FP MGM NIVERT,*99982002300086,4714,EUR,2017-06-06 17:41:50,2017-06-08 03:44:37,,1
ad83f05b4eb6221d99e6f0dd0dfbcd7c,1788a90c9c1dd96c9af0bc81b7094f2e,IntuitQuickbooksOnline,011901524,100,EUR,2017-03-15 10:47:29,,2017-03-26 00:21:57.295228,3
714349de24dc5c3678277d448788cb0d,e77539a7d7393a2eebf273a78d2343a0,GOOGLE *Google Storage,249015000020254,199,EUR,2017-10-03 22:35:50,2017-10-04 11:08:10,,1
a61b85075af47cd0138aed36224ce211,0177abd9e3ac29fcb924ea385071fac2,UBER BV,257854000256959,4370,EUR,2017-04-05 04:46:34,2017-04-05 03:47:01,,1
d90c88e25326d649bfa80c7fc3d5cc96,c9c7008578f5ef0e3cf5ee5c6dcbc626,POLYBRID,05240848,3200,EUR,2017-09-21 17:26:14,2017-09-22 04:08:47,,1
d30a4fa029dbfb165d6ec333bab35c2a,ca72f27d9541ad174f3c2f20c936137f,CITYSCOOT,6858709,100,EUR,2017-04-12 14:28:27,,2017-04-22 23:22:44.624203,3
a61b85075af47cd0138aed36224ce211,30dbfbe59f83eda80f59e18b2ef0f7fd,ITUNES.COM/BILL,207007000200925,198,EUR,2017-04-05 17:27:59,,2017-04-15 23:22:43.886243,3
7e5332cdafd575dc40c3a229e517d2e9,cbd645fb8ebae7c0187a4c526c24ed9e,DECATHLON,04660412,398,EUR,2017-06-27 10:15:27,2017-06-29 03:59:59,,1
a61b85075af47cd0138aed36224ce211,7a49eb8194c2eda417210671e671e175,AMAZON EU SARL,12090401010,100,EUR,2017-04-11 10:36:54,,2017-04-21 23:22:25.218742,3
714349de24dc5c3678277d448788cb0d,9296062f7ecee59b61d3d1525e05efe5,ITUNES.COM/BILL,207007000200925,198,EUR,2017-03-29 09:39:30,,2017-04-08 23:21:53.994837,3
714349de24dc5c3678277d448788cb0d,89d1c3e0a138d30456d1bc7ef65d5c29,GOOGLE *SERVICES,188794000020254,100,EUR,2017-04-10 15:12:16,,2017-04-10 14:27:30.220843,3
460bd0259e5ff541efa088e880e8d0f7,aeb01155d7769c9f12b3e5c0d362abab,QUICKBOOKS ONLINE,011901524,4200,EUR,2017-09-21 22:55:27,2017-09-25 07:41:45,,1
52f34232aee2ff51ea35c6acae85f778,91e8ff9f9f27ba893d04ca224dd6009f,COFIROUTE,0805990,2270,EUR,2017-11-07 07:53:02,2017-11-10 07:23:28,,1
a61b85075af47cd0138aed36224ce211,f6fa146f04727b2d896f1a9dffc6e17f,PP*2768CODE,000980200909995,150,EUR,2017-04-11 09:18:07,,2017-04-21 23:22:17.9662,3
a61b85075af47cd0138aed36224ce211,c8545a22e9d49bb370d306af69d2cf80,UBER FR APR10 MAEZD HE,526567000002183,2572,EUR,2017-04-10 07:17:18,,2017-04-10 06:22:02.355375,3
a61b85075af47cd0138aed36224ce211,da958604769386d73db1a6dadbfe5824,UBER FR APR10 PPOLJ HE,526567000002183,5092,EUR,2017-04-10 07:21:01,,2017-04-10 06:27:12.053037,3
714349de24dc5c3678277d448788cb0d,3b9147c8b148b47f3f0a8a558d2b80f3,WWW.ISTOCK.COM,247948000254292,900,EUR,2017-04-11 12:11:48,2017-04-11 11:13:06,,1
e7e4ebea3abcde2c9c90ced46bf70313,749064c9a531267d03eaf7c9b1dc114f,PIXARPRINTING SPA,*05009400202533,31670,EUR,2017-09-20 15:43:55,2017-09-22 03:04:24,,1
48a1a2b19270f4fdb43cf3df30a05b61,5fddf9fb8634c0deeb7db674544c0c3e,EUROSTAR INTERNATIONAL,65528273,10400,EUR,2017-08-19 08:10:06,2017-08-21 09:45:51,,1
14f606f28acf59fbcde82a2c39824f97,5ec076438a6b7d08a0b3ae7debd08a1f,EB TYPE JAM,000445380209996,2292,EUR,2017-09-22 15:45:34,2017-09-25 08:20:34,,1
2178b508f5829c7657591c6d447a8e15,3755f37fa07a96bc097abf08aed86b0c,TRAINLINE,4205282,5100,EUR,2017-06-22 13:35:38,2017-06-26 06:17:53,,1
2178b508f5829c7657591c6d447a8e15,653ba319911894acc92d3b0f6a32acb3,Amazon Retail FR,273176000156182,6000,EUR,2017-09-22 09:09:07,2017-09-25 06:21:45,,1
d30a4fa029dbfb165d6ec333bab35c2a,16e2749eb2528fe937f7151be210bc84,LA POSTE L757470,0775747,2875,EUR,2017-09-15 08:51:30,2017-09-18 07:55:21,,1
714349de24dc5c3678277d448788cb0d,904ae38f9d0799ed945b2d2e77cd3b01,ITUNES.COM/BILL,207007000200925,198,EUR,2017-04-13 20:37:15,,2017-04-23 23:23:52.707651,3
2178b508f5829c7657591c6d447a8e15,059b9ee50051c303f6aee38ad2b9e812,Amazon Marketplace FR,273141000156182,6191,EUR,2017-09-15 09:35:15,2017-09-18 06:36:55,,1
48a1a2b19270f4fdb43cf3df30a05b61,73143452472f1bce3e2db0f0de6beae9,EUROSTAR INTERNATIONAL,65528273,10400,EUR,2017-08-19 08:13:04,2017-08-21 09:45:51,,1
ad83f05b4eb6221d99e6f0dd0dfbcd7c,0ef21f7aa20c4c89dc2b648dbbe8e497,UBER FR AUG20 VVJRH HE,526567000002183,3341,EUR,2017-08-20 12:44:04,2017-08-21 09:45:44,,1
8ed48224baea7f4204735480e9d828a9,80671008c272b159b4fe33ee0b85d851,PHOCEA VTC,2288442BDJQ5IT4,7790,EUR,2017-09-15 09:47:59,2017-09-18 07:55:29,,1
20102941b3fc688c28fdb201f37fa794,b17aea847f07e0638509abb09eff048f,PAUL,08907945,760,EUR,2017-09-15 09:25:39,2017-09-18 07:55:22,,1
d90c88e25326d649bfa80c7fc3d5cc96,34ce267e2bd926b8ef469462c35a676f,COLORINE,*77569293200012,48949,EUR,2017-09-15 09:57:59,2017-09-18 10:50:33,,1
48a1a2b19270f4fdb43cf3df30a05b61,15b3f9057c5758e234897214c63c911a,SNCB - NMBS EU,84256124,13800,EUR,2017-08-20 16:50:15,2017-08-21 10:30:08,,1
d30a9e7ebd7040162699b48928b4a718,b826c7c34bc4a4af45f008f957c0f7ae,LCL,497208300020660,10000,EUR,2017-04-30 17:44:26,2017-05-03 05:16:26,,1
d90c88e25326d649bfa80c7fc3d5cc96,8b3f2dad7f6f79af2727334f1d982029,LEROY MERLIN SC,3910237,756,EUR,2017-09-21 07:44:18,2017-09-22 10:39:04,,1
d30a9e7ebd7040162699b48928b4a718,541ce70ea8cf53e05ed6d6e647d2ffe1,SNCF INTERNET,0500664011,7500,EUR,2017-08-27 14:01:50,2017-08-28 09:27:23,,1
a61b85075af47cd0138aed36224ce211,dd0d1374b06f45a8d806ce30be4f7e32,APPLE KIOSK FRANCE,211095000206215,100,EUR,2017-04-19 11:44:10,,2017-04-29 23:22:21.138404,3
b9bb9e4c80c5c21eecd6a54eaeafba3a,bd37f596f0067d8a2ca66bdf05fa03ec,AUCHAN SUPER MA,04631726,6376,EUR,2017-09-20 17:35:01,2017-09-21 12:09:36,,1
ad83f05b4eb6221d99e6f0dd0dfbcd7c,2c03185bd41a0eb022f774837b40a37d,GETT+44(0)2080680807,76417923,770,EUR,2017-08-24 18:07:37,2017-08-25 04:07:16,,1
d30a4fa029dbfb165d6ec333bab35c2a,a2680615d877a176a90d7360f34992b1,TRAINLINE,4205282,12300,EUR,2017-04-18 06:37:19,2017-04-18 05:38:59,,1
ebe1d681b92fd27b8137de9ab6314cb7,64fa1ba7088360929e00b77f6ea51f58,OCTOBAT,2288442FJL2PTKB,100,EUR,2017-04-26 09:46:56,,2017-04-26 11:48:11.392732,3
d30a4fa029dbfb165d6ec333bab35c2a,6bbc13886776893b00c567ac43cdc711,OVH,*42476141900045,100,EUR,2017-04-13 11:02:22,,2017-04-23 23:22:26.512207,3
a61b85075af47cd0138aed36224ce211,6f0bd12f51585a8cbef933e0fa827930,CRCA ILE DE FRANCE,453382182060358,40000,EUR,2017-04-22 18:17:11,2017-04-25 03:47:44,,1
a61b85075af47cd0138aed36224ce211,4c8c72699abcb8dab256098bd907c09b,UBER FR AUG30 U3LS5 HE,526567000002183,2122,EUR,2017-08-30 17:40:57,2017-08-31 03:39:33,,1
d30a4fa029dbfb165d6ec333bab35c2a,2ce024b7575995457783afea3de77c89,MONOPRIX   0336 PARIS,9300347,9440,EUR,2017-04-20 17:19:10,,2017-04-30 23:22:58.346054,3
d30a4fa029dbfb165d6ec333bab35c2a,70207e3bd59b2d0573a5932803624d83,GOOGLE *SERVICES,249018000020254,100,EUR,2017-04-20 14:33:39,,2017-04-20 14:49:10.753339,3
ad83f05b4eb6221d99e6f0dd0dfbcd7c,8b2755cb44e81a2602854df981343755,AIRBNB,81555403,6900,EUR,2017-04-20 18:05:09,2017-04-24 05:42:31,,1
a61b85075af47cd0138aed36224ce211,4e759f063fc68131e23714603aa2c456,UBER FR APR20 EV3IR HE,526567000002183,2053,EUR,2017-04-20 17:39:47,,2017-04-20 17:43:37.417301,3
d30a9e7ebd7040162699b48928b4a718,5586e86c6dc3fddb1182e772003ca61c,SNCF INTERNET,0500664011,6800,EUR,2017-08-22 21:15:40,2017-08-23 10:45:26,,1
3ab9149be0832bd09dffe024b34f82be,1af5137ff2d1be3dedaee2b8a7a3b59b,WWW.ALIEXPRESS.COM,21342453,4346,EUR,2017-09-21 01:58:46,2017-09-22 04:08:50,,1
c8cf91d203234fe84566cdd75fdf6eed,0609c2a2a9d0fcceac8956331492a546,Amazon Marketplace FR,273141000156182,1098,EUR,2017-10-18 18:14:30,2017-10-20 03:29:53,,1
2178b508f5829c7657591c6d447a8e15,7a65a12e2a0d0a91b1718d8692c4a35a,TRAINLINE,4205282,9700,EUR,2017-06-15 14:06:44,2017-06-19 09:59:57,,1
a61b85075af47cd0138aed36224ce211,e19f4855bc63be308e8ce6c89af99af3,FNAC DIRECT,4534046,19614,EUR,2017-04-10 14:15:34,,2017-04-20 23:22:41.052994,3
6727c3f316cf3a05883e474012bd54dc,4665eb337e68f46b6a15495dadecf9f6,SNCF INTERNET,0124074011,3700,EUR,2017-08-28 21:00:05,2017-08-29 13:09:21,,1
eb88281d1fd6a222f1980f69f0e093a3,2cb26555c01c0e7f28b3f7509ad984d3,STUART,020097191,1631,EUR,2017-08-24 07:41:48,2017-08-25 11:22:45,,1
a61b85075af47cd0138aed36224ce211,763d9661c709cf5ab8f104ab18c16b04,AUTOLIB',6242968,500,EUR,2017-08-23 14:24:38,2017-08-24 10:32:40,,1
2178b508f5829c7657591c6d447a8e15,30e7a876e4c7c0237b2fe591ea8226ee,SHOPIFY-CHARGE COM,000445279885997,89,EUR,2017-06-08 09:26:30,,2017-06-08 09:27:02.795776,3
ad83f05b4eb6221d99e6f0dd0dfbcd7c,7a4370fcc21c0b77e0c84c5d64f6c2cc,NEXITY BLUE O.?,048828583400021,1800,EUR,2017-09-15 11:55:55,2017-09-20 04:14:21,,1
a61b85075af47cd0138aed36224ce211,dc8412cede1750f9471acf49585d37ee,AUTOLIB',6242968,3312,EUR,2017-08-31 13:11:24,2017-09-01 11:32:36,,1
a61b85075af47cd0138aed36224ce211,d10828c89abd46e221ebb691870db9c3,AUTOLIB',6242968,1678,EUR,2017-08-31 14:22:06,2017-09-01 11:32:36,,1
48a1a2b19270f4fdb43cf3df30a05b61,46d27364ddc99670af7144a3bafa14c1,TRAINLINE,4205282,19600,EUR,2017-09-04 19:53:28,2017-09-06 04:03:02,,1
ebe1d681b92fd27b8137de9ab6314cb7,1e5f8bfc13fd2c6bab0f11c25165e322,OCTOBAT,2288442FJL2PTKB,100,EUR,2017-04-26 09:46:11,,2017-04-26 11:47:38.422731,3
ad83f05b4eb6221d99e6f0dd0dfbcd7c,fa851b7f795d0f4f3d02318888bbe54e,YI DENG JI SHANG LV,5440145110008,2410,EUR,2017-09-24 02:05:35,2017-09-25 15:09:49,,1
2178b508f5829c7657591c6d447a8e15,1303b3656024828d53d171449a2b275f,TRUELIGHT.FR,0375817,67251,EUR,2017-09-14 09:45:52,2017-09-15 10:30:35,,1
f8a5e537ccf066aca3694408e21f2ab0,baac4effca6ace66126495f7e428bace,CARREFOURMARKET,2700166,1995,EUR,2017-09-15 11:18:07,2017-09-18 07:55:19,,1
ad83f05b4eb6221d99e6f0dd0dfbcd7c,be16523cff6b6debb97b44073efa9d54,SC-MI DO RE,05532871,270,EUR,2017-09-15 11:44:57,2017-09-18 06:36:55,,1
e899875fb9780a3ce601d4eba41a2c19,334e51331735725d0c11cf3acca0ba1b,SKYLIGHT.IO APP,000445268326995,5115,EUR,2017-10-18 21:32:12,2017-10-20 03:08:06,,1
e7e4ebea3abcde2c9c90ced46bf70313,352b6fe7c186394e1eefb9db8acb171e,PRESTASHOPADDON,49791663500053,6839,EUR,2017-09-15 12:52:38,2017-09-18 07:55:31,,1
d30a4fa029dbfb165d6ec333bab35c2a,a05f2de370ffc3356728d536f4a1e4ac,AMAZON EU SARL,12090401010,100,EUR,2017-04-18 08:18:53,,2017-04-28 23:21:59.862828,3
fd03170d2b7953413eb3c5672e658508,f498f2c56c0dc0218208249c3f3590cc,Amazon Marketplace FR,273141000156182,2290,EUR,2017-10-16 06:53:54,2017-10-17 03:44:06,,1
460bd0259e5ff541efa088e880e8d0f7,7e01365eeeeb09e1a320ae504061c535,QUICKBOOKS ONLINE,011901524,4200,EUR,2017-09-21 22:02:58,2017-09-25 07:41:45,,1
e7e4ebea3abcde2c9c90ced46bf70313,0310e0a28aa4b4b1c59f7ce4c8fc94f7,DKC DIGI-KEY CORP,322143000713081,5277,EUR,2017-09-15 13:13:06,2017-09-18 08:28:17,,1
714349de24dc5c3678277d448788cb0d,b08e053d80afc21501fe367d3f8943f3,TEL               M,14539561010,200,EUR,2017-04-24 17:40:55,,2017-05-04 23:22:31.903069,3
a61b85075af47cd0138aed36224ce211,0615dd9c6e152bf2f43704ac87847eeb,DIRECT ASSURANC,04357737,5974,EUR,2017-09-14 13:12:02,2017-09-15 10:30:12,,1
ebe1d681b92fd27b8137de9ab6314cb7,fc65850cf10400d6bf249c09705f106f,CRISP,000445120538993,2131,EUR,2017-08-04 08:03:18,2017-08-07 07:27:46,,1
714349de24dc5c3678277d448788cb0d,2211506f122bfa7cd25ccb5912c99f28,MONOPRIX   0164 PERPIG,9300208,2001,EUR,2017-04-28 15:52:28,,2017-05-08 23:22:37.751262,3
714349de24dc5c3678277d448788cb0d,17bd8d1f742c6ae5e7ad39120426178a,MONOPRIX   0164 PERPIG,9300208,2176,EUR,2017-04-29 11:20:29,,2017-05-09 23:22:04.283257,3
a61b85075af47cd0138aed36224ce211,e90bbcfe8709533099296de7713c5a2c,ITUNES.COM/BILL,207007000200925,198,EUR,2017-04-19 05:18:59,,2017-04-29 23:21:50.473884,3
3ab9149be0832bd09dffe024b34f82be,1ad5ce55232e664841379bc3be94de63,WWW.ALIEXPRESS.COM,86750453,11022,EUR,2017-09-21 22:28:37,2017-09-22 04:08:48,,1
b9bb9e4c80c5c21eecd6a54eaeafba3a,930b3098b87154e3e35bdba3aaf20874,UBER TRIP F7QW7 HELP.U,526567000002183,2156,EUR,2017-10-17 17:10:40,2017-10-18 03:30:31,,1
69555a7d9f2a3ba92480d2372cec0f42,53a54bfc697fe5a82abeb0170d065166,DELIVEROOFR,2288442BPGZBFYS,2030,EUR,2017-09-19 10:08:38,2017-09-20 03:14:24,,1
d0795b20369d0cd5203c7d19dbcf6d85,3f37ef5dbcd67da6bddf5e8fce054c72,EASYFLYER,51773597300029,5472,EUR,2017-09-20 13:01:02,2017-09-21 04:01:18,,1
2178b508f5829c7657591c6d447a8e15,1eb230cb886de84ca31283f0c2a5f6c7,STATION AVIADAC,04792827,6077,EUR,2017-09-19 09:56:50,2017-09-21 04:00:59,,1
d30a4fa029dbfb165d6ec333bab35c2a,5cff26e620cc03ccb5905de3b972b355,WEEDOOIT,3905407,6000,EUR,2017-09-15 11:52:48,2017-09-18 07:55:22,,1
0bcd6d9e20ffb8628d09243313f7a396,702281aa9c0cf597b35262c8801e0ed3,Wix.com,526567000010020,4900,EUR,2017-09-15 13:25:49,2017-09-19 03:45:04,,1
b9bb9e4c80c5c21eecd6a54eaeafba3a,0a372319fab9b8ec3b037bf67e738d98,UBER FR OCT16 G2PVQ HE,526567000002183,2173,EUR,2017-10-16 06:02:27,2017-10-17 03:16:06,,1
f8a5e537ccf066aca3694408e21f2ab0,d30ae76aeaa18ffb6c672997938d6f1e,CARREFMARKETSCON,2701321,1763,EUR,2017-09-14 11:21:35,2017-09-15 10:30:14,,1
b9bb9e4c80c5c21eecd6a54eaeafba3a,25b52771f3e6e759b5b29dbe90c3a9ef,UBER FR OCT18 ME3EI HE,526567000002183,2264,EUR,2017-10-18 05:56:11,2017-10-18 11:11:28,,1
ad83f05b4eb6221d99e6f0dd0dfbcd7c,6694903085b9122830487fd38a445893,UBER TRIP HO6ID HELP.U,526567000002183,6386,EUR,2017-10-18 03:56:38,2017-10-18 11:11:06,,1
a61b85075af47cd0138aed36224ce211,4a763d967c8cb53f2167cf555848954f,MarcelCab,526567000021811,100,EUR,2017-04-22 15:49:25,,2017-05-02 23:22:28.241329,3
b9bb9e4c80c5c21eecd6a54eaeafba3a,74914879d7a95afbbd2bcf671630a43c,ITUNES.COM/BILL,207007000200925,11548,EUR,2017-10-27 21:55:10,2017-10-30 07:30:40,,1
a61b85075af47cd0138aed36224ce211,0cd3dc9380d51fefba948cabcbde6e53,MarcelCab,526567000021811,100,EUR,2017-04-22 15:50:50,,2017-05-02 23:22:28.244429,3
69555a7d9f2a3ba92480d2372cec0f42,4d76ad2897ac007766b7e5c8f6424870,CAFE KLEBER,*34222959800020,6550,EUR,2017-05-02 11:43:39,,2017-05-12 23:26:31.844411,3
